Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k405;cp_k406;cp_distancia_1;cp_distancia_2;cp_k408;cp_k409ha;cp_k410ha;cp_k411ha;cp_k412;cp_k416;cp_k417;cp_k418;cp_k420;cp_afecta_prod;cp_k422;cp_k423;cp_k424;cp_k426;cp_venmernac;cp_venmerint;cp_vencenacop;cp_rdproven1;cp_rdproven2;cp_rdproven3;cp_rdproven4;cp_rdproven5;cp_rdproven6;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;cp_nclavr;cp_trs;cp_trc;cp_tro;cp_znd;cp_tn;cp_prod;ventas;superdida;cp_sequia;cp_helada;cp_plagas;cp_enfermedades;cp_inundacion;cp_otra;cp_edad;edad1;edad2;edad3;cp_vcomún;cp_vmejorada;cp_vhibrinacio;cp_vhibrinterna;cp_sriego;cp_sufertilizantes;cp_sufitosanitario;nuevacondicion;fact_exp_fin
09095002118660002;GUAYAS;02;11866;0002;1;BANANO DE EXPORTACION;1;1; ;30;2;2;1;42;42;42; ;134400;CAJA;31;FRUTA FRESCA;7;134400;CAJA;31;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;SI;42; ;100; ; ; ; ;SI;SI; ; ; ; ;84000;LITRO;SI;100800;KILOGRAMO; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1893,81818181818;1893,81818181818; ; ; ; ; ; ; ;30; ; ;42;42; ; ; ;42;42; ;SOLO;12,0350483232763
09095002118660003;GUAYAS;02;11866;0003;1;BANANO DE EXPORTACION;1;1; ;40;2;2;1;65;65;65; ;149500;CAJA;42;FRUTA FRESCA;7;149500;CAJA;42;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;SI;65; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;13000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;97;KILOGRAMO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2854,09090909091;2854,09090909091; ; ; ; ; ; ; ;40; ; ;65;65; ; ; ;65;65;65;SOLO;9,7306151940426
09095002118660006;GUAYAS;02;11866;0006;1;BANANO DE EXPORTACION;1;1; ;30;3;3;1;56,6;56,6;56,6; ;129500;CAJA;43;FRUTA FRESCA;7;129500;CAJA;43;FRUTA FRESCA;0;100;2; ; ; ; ; ; ;1;100;SI;56,6; ;100; ; ; ; ;SI;SI; ; ; ; ;1415;LITRO;SI;56600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;792;LITRO;VERDE;356;LITRO;VERDE;356;LITRO;VERDE; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2531,13636363636;2531,13636363636; ; ; ; ; ; ; ;30; ; ;56,6;56,6; ; ; ;56,6;56,6;56,6;SOLO;6,47797535726264
09095002120570016;GUAYAS;02;12057;0016;1;BANANO DE EXPORTACION;1;1; ;12;3;3;1;78;78;78; ;226200;CAJA;43;FRUTA FRESCA;7;225748;CAJA;43;FRUTA FRESCA;4;96;2; ; ;452; ; ; ;1;100;SI;78; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;17550;KILOGRAMO; ; ;31200;KILOGRAMO;93600;KILOGRAMO;SI;NO; ; ;SI;468;LITRO;AMARILLO;281;LITRO;AZUL;358;LITRO;NO SABE; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4421,18181818182;4412,34727272727; ; ; ; ; ; ; ;12; ;78; ;78; ; ; ;78;78;78;SOLO;6,74124152176098
09095002122370001;GUAYAS;02;12237;0001;1;BANANO DE EXPORTACION;1;1; ;30;3;3;1;56,6;56,6;56,6; ;129500;CAJA;43;FRUTA FRESCA;7;129500;CAJA;43;FRUTA FRESCA;0;100;2; ; ; ; ; ; ;1;100;SI;56,6; ;100; ; ; ; ;SI;SI; ; ; ; ;1415;LITRO;SI;56600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;792;LITRO;VERDE;1000;LITRO;VERDE;1000;LITRO;VERDE; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2531,13636363636;2531,13636363636; ; ; ; ; ; ; ;30; ; ;56,6;56,6; ; ; ;56,6;56,6;56,6;SOLO;,826433483701299
09095002122370001;GUAYAS;02;12237;0001;2;BANANO DE EXPORTACION;2;1; ;30;3;3;1;24;24;24; ;54912;CAJA;43;FRUTA FRESCA;7;54912;CAJA;43;FRUTA FRESCA;0;100;2; ; ; ; ; ; ;1;100;SI;24; ;100; ; ; ; ;SI;SI; ; ; ; ;600;LITRO;SI;24000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;330;LITRO;VERDE;600;LITRO;VERDE;600;LITRO;VERDE; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1073,28;1073,28; ; ; ; ; ; ; ;30; ; ;24;24; ; ; ;24;24;24;SOLO;67,7082694856446
09095002122370002;GUAYAS;02;12237;0002;1;BANANO DE EXPORTACION;1;1; ;22;3;3;1;8;8;8; ;24000;CAJA;43;FRUTA FRESCA;2;24000;CAJA;43;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;SI;8; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;13000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;72;LITRO;AZUL; ; ; ;72;LITRO;VERDE; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;469,090909090909;469,090909090909; ; ; ; ; ; ; ;22; ; ;8;8; ; ; ;8;8;8;SOLO;4,71552730512726
09095002122370003;GUAYAS;02;12237;0003;1;BANANO DE EXPORTACION;1;1; ;50;3;3;1;3;3;3; ;6240;CAJA;43;FRUTA FRESCA;2;6240;CAJA;43;FRUTA FRESCA;0;100;2; ; ; ; ; ; ;1;100;SI;3; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;5100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;9;LITRO;AMARILLO;12;LITRO;AZUL;9;LITRO;VERDE; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;121,963636363636;121,963636363636; ; ; ; ; ; ; ;50; ; ;3;3; ; ; ;3;3;3;SOLO;59,6149171056433
09095002122370004;GUAYAS;02;12237;0004;1;BANANO DE EXPORTACION;1;1; ;3;3;3;1;2,45;2,45;2,45; ;6125;CAJA;43;FRUTA FRESCA;2;6125;CAJA;43;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;SI;2,45; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;4000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;20;LITRO;AMARILLO; ; ; ;20;KILOGRAMO;VERDE; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;119,715909090909;119,715909090909; ; ; ; ; ; ; ;3;2,45; ; ;2,45; ; ; ;2,45;2,45;2,45;SOLO;61,3114577663
09095002122370005;GUAYAS;02;12237;0005;1;BANANO DE EXPORTACION;1;1; ;10;3;3;1;4,97;4,97;4,97; ;15000;CAJA;43;FRUTA FRESCA;7;15000;CAJA;43;FRUTA FRESCA; ;100;2; ; ; ; ; ; ;1;100;SI;4,97; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;10000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;33;LITRO;AZUL; ; ; ;38;LITRO;VERDE; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;293,181818181818;293,181818181818; ; ; ; ; ; ; ;10; ;4,97; ;4,97; ; ; ;4,97;4,97;4,97;SOLO;60,9846375874593
09095002123890001;GUAYAS;02;12389;0001;1;BANANO DE EXPORTACION;1;1; ;17;3;3;1;250;250;250; ;700000;CAJA;42;FRUTA FRESCA;7;700000;CAJA;42;FRUTA FRESCA;0;100;2; ; ; ; ; ; ;1;100;SI;250;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;62500;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;125;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13363,6363636364;13363,6363636364; ; ; ; ; ; ; ;17; ;250; ;250; ; ; ;250;250;250;SOLO;0
09095002127570001;GUAYAS;02;12757;0001;1;BANANO DE EXPORTACION;1;1; ;50;2;2;1;30;30;30; ;64800;CAJA;43;FRUTA FRESCA;7;64800;CAJA;43;FRUTA FRESCA; ;100;2; ; ; ; ; ; ;1;100;SI;30; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;72000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AMARILLO;270;LITRO;AMARILLO;30;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1266,54545454545;1266,54545454545; ; ; ; ; ; ; ;50; ; ;30;30; ; ; ;30;30;30;SOLO;39,2222643970571
09095002127570002;GUAYAS;02;12757;0002;1;BANANO DE EXPORTACION;1;1; ;30;3;2;1;46;46;46; ;67240;CAJA;50;FRUTA FRESCA;7;67240;CAJA;50;FRUTA FRESCA; ;100;2; ; ; ; ; ; ;1;100;SI;46; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;74500;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;5;LITRO;AMARILLO;325;LITRO;AMARILLO;42;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1528,18181818182;1528,18181818182; ; ; ; ; ; ; ;30; ; ;46;46; ; ; ;46;46;46;SOLO;21,9523183811711
09095002127570002;GUAYAS;02;12757;0002;2;BANANO DE EXPORTACION;2;1; ;14;3;2;1;34;34;34; ;49960;CAJA;50;FRUTA FRESCA;7;49960;CAJA;50;FRUTA FRESCA; ;100;2; ; ; ; ; ; ;1;100;SI;34; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;69950;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AMARILLO;275;LITRO;AMARILLO;30;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1135,45454545455;1135,45454545455; ; ; ; ; ; ; ;14; ;34; ;34; ; ; ;34;34;34;SOLO;5,77707352630176
09095002127570002;GUAYAS;02;12757;0002;3;BANANO DE EXPORTACION;3;1; ;8;3;2;1;8,5;8,5;8,5; ;12250;CAJA;50;FRUTA FRESCA;7;12250;CAJA;50;FRUTA FRESCA; ;100;2; ; ; ; ; ; ;1;100;SI;8,5; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;10300;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;80;LITRO;AMARILLO;10;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;278,409090909091;278,409090909091; ; ; ; ; ; ; ;8;8,5; ; ;8,5; ; ; ;8,5;8,5;8,5;SOLO;2,72883688144352
09115402132040001;GUAYAS;02;13204;0001;1;BANANO DE EXPORTACION;1;1; ;7;3;3;2;117;117;117; ;273000;CAJA;43;FRUTA FRESCA;7;273000;CAJA;43;FRUTA FRESCA;5;95;1; ; ; ; ; ; ;1;100;SI;117; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;70200;KILOGRAMO;70200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1404;LITRO;AZUL; ; ; ; ; ; ; ; ; ;50;1;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5335,90909090909;5335,90909090909; ; ; ; ; ; ; ;7;117; ; ; ;117; ; ;117;117;117;SOLO;18,6753757164362
09115402132040002;GUAYAS;02;13204;0002;1;BANANO DE EXPORTACION;1;1; ;20;3;3;2;105;105;105; ;330720;CAJA;43;FRUTA FRESCA;7;330720;CAJA;43;FRUTA FRESCA;6;94;1; ; ; ; ; ; ;1;100;SI;105; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;73500;KILOGRAMO;110250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;630;LITRO;AZUL; ; ; ; ; ; ; ; ; ;15;1;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6464,07272727273;6464,07272727273; ; ; ; ; ; ; ;20; ; ;105; ;105; ; ;105;105;105;SOLO;1,48128135617801
09115402134170002;GUAYAS;02;13417;0002;1;BANANO DE EXPORTACION;1;1; ;25;2,7;2,8;2;120;120;120; ;243628;CAJA;43;FRUTA FRESCA;7;243628;CAJA;43;FRUTA FRESCA;5;95;2; ; ; ; ; ; ;1;100;SI;120; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;2520;QUINTAL;840;QUINTAL;240;QUINTAL;240;QUINTAL;SI;NO; ; ;SI;1440;LITRO;AZUL; ; ; ;36;LITRO;VERDE; ; ; ;100; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4761,82;4761,82; ; ; ; ; ; ; ;25; ; ;120; ;120; ; ;120;120;120;SOLO;4,21656949536539
09115402134520007;GUAYAS;02;13452;0007;1;BANANO DE EXPORTACION;1;1; ;25;2,7;2,8;2;120;120;120; ;243628;CAJA;43;FRUTA FRESCA;7;243628;CAJA;43;FRUTA FRESCA;5;95;2; ; ; ; ; ; ;1;100;SI;120; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;2520;QUINTAL;840;QUINTAL;240;QUINTAL;240;QUINTAL;SI;NO; ; ;SI;1440;LITRO;AZUL; ; ; ;360;LITRO;VERDE; ; ; ;100; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4761,82;4761,82; ; ; ; ; ; ; ;25; ; ;120; ;120; ; ;120;120;120;SOLO;,773405660936871
09115202137370002;GUAYAS;02;13737;0002;1;BANANO DE EXPORTACION;1;1; ;21;2,08;2,08;1;15;15;15; ;44571;CAJA;53,5;FRUTA FRESCA;7;44571;CAJA;53,5;FRUTA FRESCA;1;99;2; ; ; ; ; ; ;1;100;SI;15; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;4500;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;120;LITRO;AZUL;15;LITRO;AZUL; ; ; ; ; ; ;26; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1083,88568181818;1083,88568181818; ; ; ; ; ; ; ;21; ; ;15;15; ; ; ;15;15;15;SOLO;30,3089135263556
09115202137370002;GUAYAS;02;13737;0002;2;BANANO DE EXPORTACION;2;1; ;21;2,08;2,08;1;6;6;6; ;17829;CAJA;53,5;FRUTA FRESCA;7;17829;CAJA;53,5;FRUTA FRESCA;1;99;2; ; ; ; ; ; ;1;100;SI;6; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;1800;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;48;LITRO;AZUL;6;LITRO;AZUL; ; ; ; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;433,568863636364;433,568863636364; ; ; ; ; ; ; ;21; ; ;6;6; ; ; ;6;6;6;SOLO;33,85385264619
09115202137370007;GUAYAS;02;13737;0007;1;BANANO DE EXPORTACION;1;1; ;10;2,8;2,8;1;90;90;90; ;234000;CAJA;43;FRUTA FRESCA;7;234000;CAJA;43;FRUTA FRESCA;5;95;2; ; ; ; ; ; ;1;100;SI;90; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;40500;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;450;LITRO;AMARILLO;150;LITRO;AMARILLO; ; ; ; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4573,63636363636;4573,63636363636; ; ; ; ; ; ; ;10; ;90; ;90; ; ; ;90;90;90;SOLO;7,42944735916054
09115202137420005;GUAYAS;02;13742;0005;1;BANANO DE EXPORTACION;1;1; ;10;3;3;2;7;7;7; ;3855;CAJA;40;FRUTA FRESCA;2;3855;CAJA;40;FRUTA FRESCA;100; ;1; ; ; ; ; ; ;1;100;SI;7; ;100; ; ; ; ;SI;SI; ; ;2100;KILOGRAMO; ; ;NO; ; ; ; ; ; ; ; ;SI;SI;70;LITRO;NO; ; ; ; ; ; ; ; ; ; ; ; ;3; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;70,0909090909091;70,0909090909091; ; ; ; ; ; ; ;10; ;7; ; ;7; ; ;7;7;7;SOLO;17,4093921633249
09115202137420007;GUAYAS;02;13742;0007;1;BANANO DE EXPORTACION;1;1; ;7;2,5;2,5;2;6;6;6; ;3850;CAJA;52;FRUTA FRESCA;2;3700;CAJA;52;FRUTA FRESCA;100; ;2;120; ;30; ; ; ;1;100;SI;6; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;1200;KILOGRAMO;1200;KILOGRAMO;1200;KILOGRAMO;1200;KILOGRAMO;SI;NO; ; ;SI;24;LITRO;AMARILLO;18;LITRO;VERDE;12;LITRO;VERDE;6;LITRO;VERDE; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;91;87,4545454545455; ; ; ; ; ; ; ;7;6; ; ; ;6; ; ;6;6;6;SOLO;53,9244638393698
09115202137650007;GUAYAS;02;13765;0007;1;BANANO DE EXPORTACION;1;1; ;15;2,08;2,08;1;15;15;15; ;44571;CAJA;53;FRUTA FRESCA;7;44571;CAJA;53;FRUTA FRESCA;1;99;2; ; ; ; ; ; ;1;100;SI;15; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;4500;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;120;LITRO;AZUL;15;LITRO;AZUL; ; ; ; ; ; ;26; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1073,75590909091;1073,75590909091; ; ; ; ; ; ; ;15; ;15; ;15; ; ; ;15;15;15;SOLO;11,3389305536642
09115202137650008;GUAYAS;02;13765;0008;1;BANANO DE EXPORTACION;1;1; ;20;3;3;2;49,95;49,95;49,95; ;196560;CAJA;43;FRUTA FRESCA;7;196560;CAJA;43;FRUTA FRESCA;8;92;2; ; ; ; ; ; ;1;100;SI;49,95; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;7500;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;50;LITRO;AZUL; ; ; ; ; ; ; ; ; ;15;1;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3841,85454545455;3841,85454545455; ; ; ; ; ; ; ;20; ; ;49,95; ;49,95; ; ;49,95;49,95;49,95;SOLO;13,9919929608945
09115202137650009;GUAYAS;02;13765;0009;1;BANANO DE EXPORTACION;1;1; ;25;3;3;2;99;99;99; ;393120;CAJA;43;FRUTA FRESCA;7;393120;CAJA;43;FRUTA FRESCA;8;92;2; ; ; ; ; ; ;1;100;SI;99; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;36000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;200;LITRO;AZUL; ; ; ; ; ; ; ; ; ;29;1;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7683,70909090909;7683,70909090909; ; ; ; ; ; ; ;25; ; ;99; ;99; ; ;99;99;99;SOLO;5,7732358052723
09115402138530001;GUAYAS;02;13853;0001;1;BANANO DE EXPORTACION;1;1; ;15;2,5;2,5;1;2000;2000;2000; ;3900000;CAJA;46,5;FRUTA FRESCA;7;3900000;CAJA;46,5;FRUTA FRESCA;5;95;2; ; ; ; ; ; ;1;100;SI;2000; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;800000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;8000;LITRO;AMARILLO;3000;LITRO;AMARILLO;1000;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82431,8181818182;82431,8181818182; ; ; ; ; ; ; ;15; ;2000; ;2000; ; ; ;2000;2000;2000;SOLO;0
09115102140760001;GUAYAS;02;14076;0001;1;BANANO DE EXPORTACION;1;1; ;10;2,5;2,5;2;26,55;26,55;26,55; ;41600;CAJA;43;FRUTA FRESCA;7;41600;CAJA;43;FRUTA FRESCA;0;100;2; ; ; ; ; ; ;1;100;SI;26,55; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;26600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;172,9;LITRO;ROJO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;813,090909090909;813,090909090909; ; ; ; ; ; ; ;10; ;26,55; ; ;26,55; ; ;26,55;26,55;26,55;SOLO;,707632230116314
09115102140760001;GUAYAS;02;14076;0001;2;BANANO DE EXPORTACION;2;1; ;10;2,5;2,5;2;9,9;9,9;9,9; ;16000;CAJA;43;FRUTA FRESCA;7;16000;CAJA;43;FRUTA FRESCA;0;100;2; ; ; ; ; ; ;1;100;SI;9,9; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;10000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;65;LITRO;ROJO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;312,727272727273;312,727272727273; ; ; ; ; ; ; ;10; ;9,9; ; ;9,9; ; ;9,9;9,9;9,9;SOLO;8,19482168379269
09115102140760002;GUAYAS;02;14076;0002;1;BANANO DE EXPORTACION;1;1; ;40;2;2;2;21;21;21; ;24080;CAJA;40;FRUTA FRESCA;2;24000;CAJA;40;FRUTA FRESCA;100; ;2;50; ;30; ; ; ;1;100;SI;21; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;9500;KILOGRAMO;5000;KILOGRAMO;1500;KILOGRAMO;1500;KILOGRAMO;SI;NO; ; ;SI;250;LITRO;AMARILLO;550;KILOGRAMO;AMARILLO;40;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;437,818181818182;436,363636363636; ; ; ; ; ; ; ;40; ; ;21; ;21; ; ;21;21;21;SOLO;53,6928222047523
09115102140760002;GUAYAS;02;14076;0002;2;BANANO DE EXPORTACION;2;1; ;40;2;2;2;3;3;3; ;4000;CAJA;40;FRUTA FRESCA;2;4000;CAJA;40;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;SI;3; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO;250;KILOGRAMO;250;KILOGRAMO;250;KILOGRAMO;SI;NO; ; ;SI;38;LITRO;AMARILLO;50;KILOGRAMO;AMARILLO;8;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;72,7272727272727;72,7272727272727; ; ; ; ; ; ; ;40; ; ;3; ;3; ; ;3;3;3;SOLO;30,8094657906664
09115102140760003;GUAYAS;02;14076;0003;1;BANANO DE EXPORTACION;1;1; ;8;2;2;2;13;13;13; ;14040;CAJA;43;FRUTA FRESCA;2;14000;CAJA;43;FRUTA FRESCA;0;100;2;30; ;10; ; ; ;1;100;SI;13; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;1500;KILOGRAMO;1500;KILOGRAMO;1500;KILOGRAMO;1500;KILOGRAMO;SI;NO; ; ;SI;156;LITRO;AMARILLO;240;KILOGRAMO;AMARILLO;26;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;274,418181818182;273,636363636364; ; ; ; ; ; ; ;8;13; ; ; ;13; ; ;13;13;13;SOLO;33,6391120098051
09115102140760009;GUAYAS;02;14076;0009;1;BANANO DE EXPORTACION;1;1; ;20;2;2;2;6;6;6; ;7800;CAJA;40;FRUTA FRESCA;2;7750;CAJA;40;FRUTA FRESCA;100; ;2;40; ;10; ; ; ;1;100;SI;6; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;900;KILOGRAMO;700;KILOGRAMO;600;KILOGRAMO;500;KILOGRAMO;SI;NO; ; ;SI;72;LITRO;AMARILLO;50;LITRO;AMARILLO;6;LITRO;AMARILLO; ; ; ; ; ;BANANO DE EXPORTACIÓN (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;141,818181818182;140,909090909091; ; ; ; ; ; ; ;20; ; ;6; ;6; ; ;6;6;6;SOLO;27,9219246626882
