Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgv_ncmterne;vgv_ncmtoret;vgv_ncmtoros;vgv_nchterne;vgv_nchvacon;vgv_nchvacas;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;subtotal_machos;subtotal_hembras;TOTAL;fact_exp_fin
01016701057660015; AZUAY;01;05766;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;5,13251769873222
01125301058770003; AZUAY;01;05877;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;34,1854531377631
01125301058770004; AZUAY;01;05877;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;51,3284809986008
01125301058770005; AZUAY;01;05877;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;47,6856500867799
01125301058770006; AZUAY;01;05877;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,2921397939517
01055401059150003; AZUAY;01;05915;0003; ; ;3; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;34,6965650424039
01055901060980001; AZUAY;01;06098;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;20,2163482911711
01055901060980002; AZUAY;01;06098;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,32030413580053
01055901060980005; AZUAY;01;06098;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;20,0063110499077
01055901060990001; AZUAY;01;06099;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;27,4356083138333
01055901060990002; AZUAY;01;06099;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,3900855025592
01035401061660001; AZUAY;01;06166;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;38,4382381179162
01035401061660002; AZUAY;01;06166;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;52,1370481851387
01035401061660003; AZUAY;01;06166;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;55,4277587695248
01035401064920001; AZUAY;01;06492;0001; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;4,69180057151904
01035401064920002; AZUAY;01;06492;0002; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;13,8410209336609
01035401064920003; AZUAY;01;06492;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;59,9242276299822
01035401064920004; AZUAY;01;06492;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;24,4443712758507
01035401064920005; AZUAY;01;06492;0005; ; ; ;1; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;6;6;52,4439287554118
01015801065280004; AZUAY;01;06528;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,847476997849624
01016501065520001; AZUAY;01;06552;0001;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;84,2409734451355
01016501065520002; AZUAY;01;06552;0002; ;1; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;23,5253316466084
01016501065520003; AZUAY;01;06552;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;56,9993357353631
01016501065520004; AZUAY;01;06552;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,5352554181862
01016501065520005; AZUAY;01;06552;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,6274457474601
01035401067610008; AZUAY;01;06761;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;62,8073944673013
01035401067610009; AZUAY;01;06761;0009; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;78,3724378179981
01035401067610010; AZUAY;01;06761;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;60,5133608803561
01015701068720001; AZUAY;01;06872;0001; ;3; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;21,333243488687
01035401069410002; AZUAY;01;06941;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,7236845525247
01035401069550002; AZUAY;01;06955;0002; ;1; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;2;3;22,4451579977943
01035401069550003; AZUAY;01;06955;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,11374662210466
01035401069550005; AZUAY;01;06955;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,71118347887829
01035401069550006; AZUAY;01;06955;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;33,1653315384741
01035401069550008; AZUAY;01;06955;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;43,827547714614
01035401069550009; AZUAY;01;06955;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,5929207232571
01035401069550018; AZUAY;01;06955;0018; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,81819326933635
01035401069550021; AZUAY;01;06955;0021; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;44,933542106321
01125301069780001; AZUAY;01;06978;0001; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;36,1808091355759
01125301069780002; AZUAY;01;06978;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,4258283490454
01125301069780003; AZUAY;01;06978;0003; ; ;1; ;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;3;4;15,3976110965469
01125301069780005; AZUAY;01;06978;0005; ; ;1; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;22,4631887730051
01055401070470001; AZUAY;01;07047;0001; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;46,2282111076591
01015801070740001; AZUAY;01;07074;0001; ; ;1; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;2;3;37,9326684009401
01015701070970001; AZUAY;01;07097;0001; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;48,5576982101035
01015701070970002; AZUAY;01;07097;0002; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;21,3654999393228
01015701070970003; AZUAY;01;07097;0003; ;2;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;14,2894144112079
01035001072470001; AZUAY;01;07247;0001; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;62,2602063715396
01125301074240001; AZUAY;01;07424;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,0896077784951
01125301074240002; AZUAY;01;07424;0002; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;5,28200307137617
01125301074240003; AZUAY;01;07424;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,0923419879304
01125301074240004; AZUAY;01;07424;0004; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;7,1661999431094
01035201074300001; AZUAY;01;07430;0001; ; ;2; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;3;5;46,2669260583043
01015801074720001; AZUAY;01;07472;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;33,4556311818653
01015801074720003; AZUAY;01;07472;0003; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;81,8090381784686
01015801074720004; AZUAY;01;07472;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,89846701903535
01015801074720008; AZUAY;01;07472;0008; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;71,9493266160814
01015801074720009; AZUAY;01;07472;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,89589457073919
01015801074720014; AZUAY;01;07472;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,93457079600573
01015301074950001; AZUAY;01;07495;0001; ; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;7,01347252192464
01035201075800001; AZUAY;01;07580;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;45,992470470175
01035201075800004; AZUAY;01;07580;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;77,7440086430692
01035201075800005; AZUAY;01;07580;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;65,0742594488817
01035201075800006; AZUAY;01;07580;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;29,4124185879087
01035201075800007; AZUAY;01;07580;0007; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;40,2636477316917
01035201075800010; AZUAY;01;07580;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;31,1693257054565
01035201075800011; AZUAY;01;07580;0011; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;79,4770755361544
01035201075800013; AZUAY;01;07580;0013; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;1,48776808700841
01016301076910001; AZUAY;01;07691;0001;1;1; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;2;4;30,6526577380511
01016301076910002; AZUAY;01;07691;0002; ; ; ; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;4;4;34,2082509941742
01016301076910003; AZUAY;01;07691;0003; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;55,5502911536331
01016301076910005; AZUAY;01;07691;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,274403332983
01015301076950001; AZUAY;01;07695;0001; ; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;7,01339459531802
01035001077660001; AZUAY;01;07766;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,5710222143764
01125301077890001; AZUAY;01;07789;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,4261741961399
01015801078360001; AZUAY;01;07836;0001; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;23,8932327073294
01016001080920001; AZUAY;01;08092;0001;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;38,4174781708934
01016001080920002; AZUAY;01;08092;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;84,6771742475032
01016001080920003; AZUAY;01;08092;0003; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;60,5236666740808
01016001080920008; AZUAY;01;08092;0008; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;65,7340441496783
01035601081240003; AZUAY;01;08124;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,2692666327879
01035601081240004; AZUAY;01;08124;0004; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;6,43310472284846
01035901081310001; AZUAY;01;08131;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,9024039738551
01035901081310002; AZUAY;01;08131;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,915314605878
01035901081310003; AZUAY;01;08131;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;8,58434012529436
01015301084280001; AZUAY;01;08428;0001; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;36,6431634292557
01035601085230001; AZUAY;01;08523;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,0097192256007
01035601085230002; AZUAY;01;08523;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,190768262590394
01035601085230003; AZUAY;01;08523;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,4689895914258
01035601085230004; AZUAY;01;08523;0004; ; ;1; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;13,2774710762914
01035601085230005; AZUAY;01;08523;0005;9; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9; ;9;10,8947784855006
01035601085230007; AZUAY;01;08523;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;58,7349965260703
01035601085230008; AZUAY;01;08523;0008; ; ;6; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6; ;6;47,0251794662708
01015301086280001; AZUAY;01;08628;0001; ;4; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;23,3819456653372
01035001087250002; AZUAY;01;08725;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,93977402496931
01035001087250004; AZUAY;01;08725;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;53,0077209510905
01035001087250005; AZUAY;01;08725;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,8379283238461
01035001087250006; AZUAY;01;08725;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,4235007109788
01035001087250007; AZUAY;01;08725;0007; ;1;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;17,5435097648563
01035001087250008; AZUAY;01;08725;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;11,2075976691949
01035001087250009; AZUAY;01;08725;0009;1; ;1; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;3;31,3366894017872
01016401089510006; AZUAY;01;08951;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,33997115189302
01035601090220002; AZUAY;01;09022;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;35,1152388918637
01016401090550006; AZUAY;01;09055;0006; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;22,1632582080283
01016401090550007; AZUAY;01;09055;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,24727695890039
01016401090550008; AZUAY;01;09055;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;41,8725931400836
01015301090940001; AZUAY;01;09094;0001; ;7; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7; ;7;17,6332121719471
01085201091280001; AZUAY;01;09128;0001; ;3;2; ;5;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;15;20;1,03221209573906
01085201094040001; AZUAY;01;09404;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,3371437435579
01015301094290001; AZUAY;01;09429;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;63,4103632275748
01015301094290002; AZUAY;01;09429;0002; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;1,68877861737008
01015101094420001; AZUAY;01;09442;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;74,0103687542924
01015101094420002; AZUAY;01;09442;0002;1; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;65,2554543996428
01015101094420003; AZUAY;01;09442;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;54,8233439915069
01015101094420004; AZUAY;01;09442;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,7287231438917
01015101094420006; AZUAY;01;09442;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;45,5003845074761
01035001094910001; AZUAY;01;09491;0001; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;29,2250032731121
01035001094910002; AZUAY;01;09491;0002; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;44,5808351761472
01035001094910003; AZUAY;01;09491;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,3819322562519
01115001097580001; AZUAY;01;09758;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,5256715145555
01115001097580002; AZUAY;01;09758;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,1916209141471
01115001097580003; AZUAY;01;09758;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,1801543039064
01115001097580005; AZUAY;01;09758;0005; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;7,68681736655318
01115001097580006; AZUAY;01;09758;0006; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;15,7307820176616
01115001097580007; AZUAY;01;09758;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;29,516091141896
01115001097580008; AZUAY;01;09758;0008; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;4,34382613093892
01115201097620001; AZUAY;01;09762;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,71620067104699
01115201097620002; AZUAY;01;09762;0002; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;38,7808356557037
01115201097620004; AZUAY;01;09762;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,3972050174824
01016901098590011; AZUAY;01;09859;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;57,8960524679089
01016901098590013; AZUAY;01;09859;0013;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;23,2912714181913
01085201098660001; AZUAY;01;09866;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,0988960112
01085201098660002; AZUAY;01;09866;0002; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;24,5556461262281
01017001100940002; AZUAY;01;10094;0002; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;87,0706933285775
01017001100940003; AZUAY;01;10094;0003; ;1; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;2;3;80,3588638490097
01017001100940004; AZUAY;01;10094;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,3584075104666
01017001100940006; AZUAY;01;10094;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;55,5132550041691
01017001100940010; AZUAY;01;10094;0010; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;1,96436019816058
01017001100940012; AZUAY;01;10094;0012; ; ;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;10,9190977452647
01017001100940013; AZUAY;01;10094;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;75,9171731534164
01017001100940014; AZUAY;01;10094;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;38,9957374266584
01017001100940016; AZUAY;01;10094;0016; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;99,0660935058279
01017001100940018; AZUAY;01;10094;0018; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;57,5418152766461
01016901101040001; AZUAY;01;10104;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,6192145365909
01016901101040004; AZUAY;01;10104;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;72,8772454134789
01016901101040006; AZUAY;01;10104;0006;4; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6; ;6;15,9977445915421
01016901101040008; AZUAY;01;10104;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;41,5598362803697
01016901101040010; AZUAY;01;10104;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;54,0086614321926
01016901101040011; AZUAY;01;10104;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,49838609733484
01016901101040012; AZUAY;01;10104;0012; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;31,7335873651862
01016901101040014; AZUAY;01;10104;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,5368537087171
01016901101040015; AZUAY;01;10104;0015; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;16,749643744832
01016901101040016; AZUAY;01;10104;0016; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;74,4579809949336
01016901101040018; AZUAY;01;10104;0018; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,3453369863345
01016901101040021; AZUAY;01;10104;0021; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,83950086761862
01016901101040022; AZUAY;01;10104;0022; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,00773240924222
01017001102250002; AZUAY;01;10225;0002; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;97,906945691006
01017001102250004; AZUAY;01;10225;0004;1; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;74,4100126379456
01016401102290001; AZUAY;01;10229;0001; ;2;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;53,8491179445635
01016401102290002; AZUAY;01;10229;0002; ; ;3; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;3;6;70,3550388706522
01016401102290003; AZUAY;01;10229;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;64,4850714700204
01016401102290004; AZUAY;01;10229;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;33,8487463353834
01016401102290005; AZUAY;01;10229;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;71,0239936099398
01016401102290007; AZUAY;01;10229;0007; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;69,8379281007984
01016401102290008; AZUAY;01;10229;0008; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;25,1416225114822
01085201104030002; AZUAY;01;10403;0002; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;9,10279297468743
01085201106930001; AZUAY;01;10693;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,9654293611394
01035701107590001; AZUAY;01;10759;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,4240692177562
01035701107590002; AZUAY;01;10759;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;31,7988853804454
01035701107590003; AZUAY;01;10759;0003; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;26,1253561292516
01035701107590004; AZUAY;01;10759;0004;1; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;7,05404720414345
01035701107590005; AZUAY;01;10759;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,7477887715861
01115001107800005; AZUAY;01;10780;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;37,4400046760969
01016801108590002; AZUAY;01;10859;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;72,7795453418495
01016801108590004; AZUAY;01;10859;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;77,9047549193002
01016801108590007; AZUAY;01;10859;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,5378495877967
01085201108990001; AZUAY;01;10899;0001; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;5,27022911298849
01085201108990002; AZUAY;01;10899;0002; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;32,8577522197652
01016401110750004; AZUAY;01;11075;0004;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;17,9614567345896
01016401110750005; AZUAY;01;11075;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;21,9062523476102
