Identificador;ual_prov;ual_estr;ual_segm;al_ncues;gv_superficie_ha;gv_k1001;gv_k1002;gv_k1003;gv_trs;gv_trc;gv_tro;gv_znd;gv_tn;fact_exp_fin
01016101143830010; AZUAY;01;14383;0010;2,51;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,1021434334681
01016101143830011; AZUAY;01;14383;0011;,87;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;102,438802296941
01016101143830012; AZUAY;01;14383;0012;1,08;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,8685081226654
01016101143830013; AZUAY;01;14383;0013;5,01;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,18621730733871
01016101143830015; AZUAY;01;14383;0015;,33;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,3940919514242
01016101143830016; AZUAY;01;14383;0016;,34;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,3275974914219
01016101143990002; AZUAY;01;14399;0002;3,06;6;4;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,3135675164741
01016101147510003; AZUAY;01;14751;0003;9,11;15;5;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,62740595346363
01016101147510004; AZUAY;01;14751;0004;5;15;7;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,3138752965157
01016101147510005; AZUAY;01;14751;0005;1,5;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,8085408493347
01016101147510006; AZUAY;01;14751;0006;1,91;8;6;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,9694498765428
01016101147510007; AZUAY;01;14751;0007;,96;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,8851798931967
01095001148070007; AZUAY;01;14807;0007;,43;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,0040045551818
01095001148070012; AZUAY;01;14807;0012;,83;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;71,2239035221497
01095001148070013; AZUAY;01;14807;0013;1,4;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,9654444697963
01095001148070026; AZUAY;01;14807;0026;,78;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,7099178990013
01095001148070031; AZUAY;01;14807;0031;,32;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,9806439580912
01016101148540001; AZUAY;01;14854;0001;15,01;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,2756907874394
01016101148540002; AZUAY;01;14854;0002;1,53;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,9482969218662
01015201148580005; AZUAY;01;14858;0005;3,33;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,5980462027263
01015201148580006; AZUAY;01;14858;0006;8,41;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,2080514291619
01015201148580007; AZUAY;01;14858;0007;6,01;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,7887171125611
01095001150110005; AZUAY;01;15011;0005;,42;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;75,712919170689
01095001150110006; AZUAY;01;15011;0006;,24;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;77,1406582742916
01095001150110009; AZUAY;01;15011;0009;1,73;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,5153776993156
01095001151920012; AZUAY;01;15192;0012;,65;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,3840070557355
01017101153080004; AZUAY;01;15308;0004;10,83;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,0376919517459
01095001153960003; AZUAY;01;15396;0003;3,65;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,9779470592229
01095401154140001; AZUAY;01;15414;0001;16,24;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,9367068906267
01095401155280002; AZUAY;01;15528;0002;1,76;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,2428777103763
01015201156290001; AZUAY;01;15629;0001;3,86;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,6669242415923
01095101157500002; AZUAY;01;15750;0002;,46;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,8242192502888
01017101158000002; AZUAY;01;15800;0002;8,51;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,98998868708012
01017101158000007; AZUAY;01;15800;0007;3,52;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,3101669565023
01095401159330001; AZUAY;01;15933;0001;3,41;7;1;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,1929741889514
01015201160130005; AZUAY;01;16013;0005;,59;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;79,699355447819
01016101170850003; AZUAY;01;17085;0003;14,96;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,62012610486132
01016101170850004; AZUAY;01;17085;0004;6,68;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,81883134025291
01015201172420002; AZUAY;01;17242;0002;4,56;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,0189903661975
01025001174150004; AZUAY;01;17415;0004;6,31;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,61961076116354
01095601174830007; AZUAY;01;17483;0007;,33;11;4;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;74,6761885186109
01025201175470003; AZUAY;01;17547;0003;7,46;9;2;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,7891402055884
01095601177080001; AZUAY;01;17708;0001;9,01;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,7095886525299
01025001179590001; AZUAY;01;17959;0001;2,85;5;5; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,1092711448365
01025001179590007; AZUAY;01;17959;0007;13,73;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,81722424978385
01025001180700003; AZUAY;01;18070;0003;23,29;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,12358984744922
01095601183230001; AZUAY;01;18323;0001;4,21;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,8971448381084
01095201187530001; AZUAY;01;18753;0001;14;8;3;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,3331087217175
01095201190140001; AZUAY;01;19014;0001;1,93;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;85,2988779538769
01095201201900009; AZUAY;01;20190;0009;21,66;10; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,17494223398691
01095201201900011; AZUAY;01;20190;0011;1,03;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,0288601258142
01095201201900016; AZUAY;01;20190;0016;1,07;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,7797015129514
01085401202790001; AZUAY;01;20279;0001;12,42;13;2;11;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,4123988800568
01025001203910002; AZUAY;01;20391;0002;20,52;150;50;100;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,6088591305495
01025001204130001; AZUAY;01;20413;0001;12,25;10;3;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,1881524199805
01025001204130002; AZUAY;01;20413;0002;,89;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,0207795667586
01025001206970001; AZUAY;01;20697;0001;9,35;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,2803005716843
01095201207510003; AZUAY;01;20751;0003;31;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,92589792252957
01065001209140012; AZUAY;01;20914;0012;,33;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,0546349648204
01025001210820001; AZUAY;01;21082;0001;12,07;40;15;25;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,3495765610437
01025001210820002; AZUAY;01;21082;0002;19,18;18;8;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,001788929403
01085401212770001; AZUAY;01;21277;0001;19,66;15;3;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,7632385047049
01085301219180001; AZUAY;01;21918;0001;48,24;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,844147267661
01065201224700003; AZUAY;01;22470;0003;92,05;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,13939769092526
01065201227450002; AZUAY;01;22745;0002;19,07;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,73230041874783
01065201227480001; AZUAY;01;22748;0001;19,07;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,2290000757182
01025101228920013; AZUAY;01;22892;0013;,09;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,126581445472
01085001233310002; AZUAY;01;23331;0002;4,93;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;73,8960168904397
01045001234090005; AZUAY;01;23409;0005;2,59;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,9717944439038
01045001239220001; AZUAY;01;23922;0001;10,08;12;3;9;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,46565401653693
01045001239220003; AZUAY;01;23922;0003;1,49;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,5962222165614
01045001239220004; AZUAY;01;23922;0004;8,33;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,652209774005
01045001239220005; AZUAY;01;23922;0005;14,34;7;4;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,9954251185286
01045001241710002; AZUAY;01;24171;0002;2,94;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,0144386284516
01045001241710003; AZUAY;01;24171;0003;5,54;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,5426953178874
01045001241710004; AZUAY;01;24171;0004;,52;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;100,698355601705
01045001241710005; AZUAY;01;24171;0005;,97;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;81,690217085238
01045001244380001; AZUAY;01;24438;0001;,88;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,75986573340989
01045001244380002; AZUAY;01;24438;0002;13,54;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,5721833023951
01045001244380003; AZUAY;01;24438;0003;,65;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,9883263449082
01045001244380005; AZUAY;01;24438;0005;,57;8;4;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,00343977684875
01045001244380006; AZUAY;01;24438;0006;5,53;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,0884795581981
01045001244380007; AZUAY;01;24438;0007;1,12;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,2184713080223
01045001247200004; AZUAY;01;24720;0004;1;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,1557148867747
01045001247200012; AZUAY;01;24720;0012;,09;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;90,7274934323247
01045001247200014; AZUAY;01;24720;0014;,32;7; ;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,7902399595753
01045001247360001; AZUAY;01;24736;0001;12,5;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,5076213782543
01045001247360002; AZUAY;01;24736;0002;8,3;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,40739661632052
01045001250650002; AZUAY;01;25065;0002;,39;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;99,7651779171056
01045001250650003; AZUAY;01;25065;0003;3,66;10;2;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,9048574471363
01045001250650004; AZUAY;01;25065;0004;2;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,2871640629227
01045001250650006; AZUAY;01;25065;0006;3,42;12;8;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,2704879399779
01045001250680005; AZUAY;01;25068;0005;,46;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;163,197285549072
01045001250680006; AZUAY;01;25068;0006;,76;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,1022240944088
01045001250780002; AZUAY;01;25078;0002;1,43;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;74,9950945502101
01045001253920007; AZUAY;01;25392;0007;3,69;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,2210190878453
01045001253920008; AZUAY;01;25392;0008;,17;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;116,694118971827
01045301254010001; AZUAY;01;25401;0001;10,52;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,1043996491704
01045001259880003; AZUAY;01;25988;0003;,48;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;87,6073572876454
01045001259880007; AZUAY;01;25988;0007;1,76;10;10; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,9372208053201
01045001262490004; AZUAY;01;26249;0004;5,07;14;2;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,6716756750418
01045001269710001; AZUAY;01;26971;0001;1;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,4172555678535
01045001269830002; AZUAY;01;26983;0002;3,63;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,13901061569169
01045101273510003; AZUAY;01;27351;0003;7,81;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,77514114272028
01045301275750001; AZUAY;01;27575;0001;3,76;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,6076954888475
01045301275750002; AZUAY;01;27575;0002;,48;10; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;144,996724461283
01045301275750003; AZUAY;01;27575;0003;4,32;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,4944172712936
01045301276490002; AZUAY;01;27649;0002;3,76;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,18438659031258
01045301276490003; AZUAY;01;27649;0003;4,32;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,677025123195021
01045101277250001; AZUAY;01;27725;0001;3,18;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,55288268623115
01045101277250002; AZUAY;01;27725;0002;,25;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,0301327695498
01045101277250006; AZUAY;01;27725;0006;2,94;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,1687227903831
01045101277270002; AZUAY;01;27727;0002;,49;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,0881352773302
01045101277270008; AZUAY;01;27727;0008;4;10;4;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,42601592819965
01045101277270009; AZUAY;01;27727;0009;2;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;82,0815456282937
01105101279050001; AZUAY;01;27905;0001;12,42;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,4734574089847
01045101281230006; AZUAY;01;28123;0006;4,35;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,6375235271712
01045101283870001; AZUAY;01;28387;0001;11,49;14;3;11;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,8323595350592
01045101289860001; AZUAY;01;28986;0001;4,96;10; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,9001539478152
01105001298880001; AZUAY;01;29888;0001;,31;6;5;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,8337756685401
01017103006540001; AZUAY;03;00654;0001;60,7;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,9088638238954
01017103006540004; AZUAY;03;00654;0004;4,81;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,8450990693738
01017103006540015; AZUAY;03;00654;0015;,29;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,0909671353421
01065003007920003; AZUAY;03;00792;0003;11,57;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;151,05366938757
01065003007920007; AZUAY;03;00792;0007;7,04;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,5945790530224
01065003007920008; AZUAY;03;00792;0008;5,79;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;140,61529852789
01065003007920010; AZUAY;03;00792;0010;3,38;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;158,323246460841
01065003007920013; AZUAY;03;00792;0013;6,83;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;138,593218732685
01065003007920014; AZUAY;03;00792;0014;1,64;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,6115457104313
01065003007920016; AZUAY;03;00792;0016;2,62;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;132,602838750836
01065003007920017; AZUAY;03;00792;0017;6,55;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;91,6266335872498
01045003008660007; AZUAY;03;00866;0007;4,66;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,4823118855281
01045003008660011; AZUAY;03;00866;0011;24,66;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,5103567657663
01045003008660012; AZUAY;03;00866;0012;8,34;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,4425865015057
01015704000460002; AZUAY;04;00046;0002;253,3;10;1;9;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,0066878473212
01085304001500009; AZUAY;04;00150;0009;53,52;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,7983039274462
01045104001820001; AZUAY;04;00182;0001;90;70;30;40;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,6874363894655
01045104001820004; AZUAY;04;00182;0004;142,13;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,8159069261901
01085062000990345; AZUAY;62;00099;0345;40,2;117;30;87;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01085062000991221; AZUAY;62;00099;1221;7;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
02015901006690001;BOLÍVAR;01;00669;0001;7;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,9061304219761
02015901006690004;BOLÍVAR;01;00669;0004;9,87;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,1352811299704
02015901008570001;BOLÍVAR;01;00857;0001;3,0341;6;4;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,62305190122274
02015901008570008;BOLÍVAR;01;00857;0008;2,1168;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,7291391629981
02015901012440003;BOLÍVAR;01;01244;0003;38;10; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,536939924148549
02015901012860001;BOLÍVAR;01;01286;0001;5;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,6243460137255
02015901012860002;BOLÍVAR;01;01286;0002;1,5;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,454345813895
02015901012860003;BOLÍVAR;01;01286;0003;3;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,8557038873913
02015901012860004;BOLÍVAR;01;01286;0004;4;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,72447529751
02015901014610002;BOLÍVAR;01;01461;0002;5;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,5366483780807
02015901018260001;BOLÍVAR;01;01826;0001;30,01;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,3021746631684
02015901019370001;BOLÍVAR;01;01937;0001;60;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,80835742765072
02015901025760002;BOLÍVAR;01;02576;0002;,55;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,1873345311848
02015901025760003;BOLÍVAR;01;02576;0003;,5;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,0774815754638
02015901025760004;BOLÍVAR;01;02576;0004;,32;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;82,9493352047585
02015901025760005;BOLÍVAR;01;02576;0005;,3;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;62,4387140726867
02015901025760006;BOLÍVAR;01;02576;0006;1,25;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,65542485767
02015901025760007;BOLÍVAR;01;02576;0007;,45;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;72,61575059122
02015901025760008;BOLÍVAR;01;02576;0008;,75;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,5353969436417
02015901025760009;BOLÍVAR;01;02576;0009;,8;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;79,3910393155872
02015901025760011;BOLÍVAR;01;02576;0011;1,05;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,1476397724292
02015901025760012;BOLÍVAR;01;02576;0012;,25;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,4199641975808
02015901025760013;BOLÍVAR;01;02576;0013;,35;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,303860346276
02015901025760015;BOLÍVAR;01;02576;0015;,6;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,7865919136786
02015901025760016;BOLÍVAR;01;02576;0016;,45;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,7665633826871
02015901025760017;BOLÍVAR;01;02576;0017;,36;8;2;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,7656401903261
02015901025770001;BOLÍVAR;01;02577;0001;,25;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,5400946803483
02015901025770002;BOLÍVAR;01;02577;0002;,2;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,4877222786771
02015901025770003;BOLÍVAR;01;02577;0003;,58;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,1039787402824
02015901025770004;BOLÍVAR;01;02577;0004;1;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,6189303326982
02015901025770005;BOLÍVAR;01;02577;0005;5,15;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,3398649132751
02015901025770006;BOLÍVAR;01;02577;0006;,27;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,4947676711954
02015901025770007;BOLÍVAR;01;02577;0007;,5;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,3718997198115
02015901025770008;BOLÍVAR;01;02577;0008;3,6;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,26608815735638
02015901025770009;BOLÍVAR;01;02577;0009;,6;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,1339363751141
02015901025770010;BOLÍVAR;01;02577;0010;,4;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,3719612352573
02015901025770011;BOLÍVAR;01;02577;0011;,25;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,4992921577666
02015901025770013;BOLÍVAR;01;02577;0013;,05;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;91,9318110343786
02015901025770014;BOLÍVAR;01;02577;0014;1,05;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,0801953860307
02015901025770015;BOLÍVAR;01;02577;0015;,35;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;75,4138714965374
02015901025770016;BOLÍVAR;01;02577;0016;,03;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;77,8509445431041
02015901025770018;BOLÍVAR;01;02577;0018;1,05;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,5912803046821
02015901025770019;BOLÍVAR;01;02577;0019;,45;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,3453408808114
02015901025770020;BOLÍVAR;01;02577;0020;,6;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,212772027464
02015901027770002;BOLÍVAR;01;02777;0002;10;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,483229697876
02015901027770003;BOLÍVAR;01;02777;0003;14;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,7452590242076
02015901029830001;BOLÍVAR;01;02983;0001;10,04;8;2;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,5460427370809
02015901029830002;BOLÍVAR;01;02983;0002;14,27;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,7228864007701
02015901029830003;BOLÍVAR;01;02983;0003;5,02;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,3039115560472
02015901030270006;BOLÍVAR;01;03027;0006;7;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,3679346959294
02015901032840001;BOLÍVAR;01;03284;0001;1,5;10; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,8239070254182
02015901032840004;BOLÍVAR;01;03284;0004;2;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,18450364805329
02015901032840009;BOLÍVAR;01;03284;0009;2,5;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,370361188723
02015901032840010;BOLÍVAR;01;03284;0010;2;8;2;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,7191211503555
02015901032840011;BOLÍVAR;01;03284;0011;2;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,0896054621048
02015901033000001;BOLÍVAR;01;03300;0001;23;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,9995878976551
02015901033000002;BOLÍVAR;01;03300;0002;80;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,29097174994521
02015901035360004;BOLÍVAR;01;03536;0004;2;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;76,3320049185946
02015501042300001;BOLÍVAR;01;04230;0001;300;15; ;15;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,21950683940376
02015001060090003;BOLÍVAR;01;06009;0003;3;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,9022092982117
02015001064620004;BOLÍVAR;01;06462;0004;2;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,20247398968483
