Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vm_numl;vm_k821;vm_k822;vm_k823;vm_k824;vm_k825;vm_k826;vm_k827;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;va_nacidos;vm_subtmachos;vm_subthembras;TOTAL;fact_exp_fin
01135201022300003; AZUAY;01;02230;0003;6;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1; ;1;46,3814138607488
01056201022750006; AZUAY;01;02275;0006;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,639955937114578
01056201022750006; AZUAY;01;02275;0006;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,639955937114578
01056201022750006; AZUAY;01;02275;0006;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,639955937114578
01056201022750006; AZUAY;01;02275;0006;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,639955937114578
01056201022750006; AZUAY;01;02275;0006;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,639955937114578
01056201022750006; AZUAY;01;02275;0006;6;2;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;1;2;,639955937114578
01015701023160001; AZUAY;01;02316;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;40,3166048652292
01015701023160001; AZUAY;01;02316;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;40,3166048652292
01015701023160001; AZUAY;01;02316;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;40,3166048652292
01015701023160001; AZUAY;01;02316;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;40,3166048652292
01015701023160001; AZUAY;01;02316;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;40,3166048652292
01015701023160001; AZUAY;01;02316;0001;6;3;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;1;3;40,3166048652292
01015701023250002; AZUAY;01;02325;0002;1;10; ; ;5; ; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;5;5;10;15,2996864051544
01015701023250002; AZUAY;01;02325;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,2996864051544
01015701023250002; AZUAY;01;02325;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,2996864051544
01015701023250002; AZUAY;01;02325;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,2996864051544
01015701023250002; AZUAY;01;02325;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,2996864051544
01015701023250002; AZUAY;01;02325;0002;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,2996864051544
01015701023250003; AZUAY;01;02325;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,1437035821519
01015701023250003; AZUAY;01;02325;0003;2;1; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;10,1437035821519
01015701023250003; AZUAY;01;02325;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,1437035821519
01015701023250003; AZUAY;01;02325;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,1437035821519
01015701023250003; AZUAY;01;02325;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,1437035821519
01015701023250003; AZUAY;01;02325;0003;6;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1; ;1;10,1437035821519
01056101024340002; AZUAY;01;02434;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,04990617859075
01056101024340002; AZUAY;01;02434;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,04990617859075
01056101024340002; AZUAY;01;02434;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,04990617859075
01056101024340002; AZUAY;01;02434;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,04990617859075
01056101024340002; AZUAY;01;02434;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,04990617859075
01056101024340002; AZUAY;01;02434;0002;6;1; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;1;1,04990617859075
01056101024340003; AZUAY;01;02434;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,2665608571595
01056101024340003; AZUAY;01;02434;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,2665608571595
01056101024340003; AZUAY;01;02434;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,2665608571595
01056101024340003; AZUAY;01;02434;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,2665608571595
01056101024340003; AZUAY;01;02434;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,2665608571595
01056101024340003; AZUAY;01;02434;0003;6;2;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;2; ;2;13,2665608571595
01056101024340005; AZUAY;01;02434;0005;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,76662330493561
01056101024340005; AZUAY;01;02434;0005;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,76662330493561
01056101024340005; AZUAY;01;02434;0005;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,76662330493561
01056101024340005; AZUAY;01;02434;0005;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,76662330493561
01056101024340005; AZUAY;01;02434;0005;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,76662330493561
01056101024340005; AZUAY;01;02434;0005;6;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1; ;1;8,76662330493561
01056101024340007; AZUAY;01;02434;0007;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,3257351246505
01056101024340007; AZUAY;01;02434;0007;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,3257351246505
01056101024340007; AZUAY;01;02434;0007;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,3257351246505
01056101024340007; AZUAY;01;02434;0007;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,3257351246505
01056101024340007; AZUAY;01;02434;0007;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,3257351246505
01056101024340007; AZUAY;01;02434;0007;6;1; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;1;13,3257351246505
01056101024340008; AZUAY;01;02434;0008;1;2; ; ; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;3,5081333736952
01056101024340008; AZUAY;01;02434;0008;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,5081333736952
01056101024340008; AZUAY;01;02434;0008;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,5081333736952
01056101024340008; AZUAY;01;02434;0008;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,5081333736952
01056101024340008; AZUAY;01;02434;0008;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,5081333736952
01056101024340008; AZUAY;01;02434;0008;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,5081333736952
01056201024900001; AZUAY;01;02490;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;17,3506099814135
01056201024900001; AZUAY;01;02490;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;17,3506099814135
01056201024900001; AZUAY;01;02490;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;17,3506099814135
01056201024900001; AZUAY;01;02490;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;17,3506099814135
01056201024900001; AZUAY;01;02490;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;17,3506099814135
01056201024900001; AZUAY;01;02490;0001;6;3;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;1;3;17,3506099814135
01056201024900002; AZUAY;01;02490;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,9233537282027
01056201024900002; AZUAY;01;02490;0002;2;1; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;8,9233537282027
01056201024900002; AZUAY;01;02490;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,9233537282027
01056201024900002; AZUAY;01;02490;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,9233537282027
01056201024900002; AZUAY;01;02490;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,9233537282027
01056201024900002; AZUAY;01;02490;0002;6;18;8; ; ;10; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18;8;10;18;8,9233537282027
01056201024900004; AZUAY;01;02490;0004;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;26,9628494093127
01056201024900004; AZUAY;01;02490;0004;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;26,9628494093127
01056201024900004; AZUAY;01;02490;0004;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;26,9628494093127
01056201024900004; AZUAY;01;02490;0004;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;26,9628494093127
01056201024900004; AZUAY;01;02490;0004;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;26,9628494093127
01056201024900004; AZUAY;01;02490;0004;6;2; ; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;2;26,9628494093127
01056201024900005; AZUAY;01;02490;0005;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,9193848000342
01056201024900005; AZUAY;01;02490;0005;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,9193848000342
01056201024900005; AZUAY;01;02490;0005;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,9193848000342
01056201024900005; AZUAY;01;02490;0005;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,9193848000342
01056201024900005; AZUAY;01;02490;0005;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,9193848000342
01056201024900005; AZUAY;01;02490;0005;6;2;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;1;2;13,9193848000342
01056201024910001; AZUAY;01;02491;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,6083952973073
01056201024910001; AZUAY;01;02491;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,6083952973073
01056201024910001; AZUAY;01;02491;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,6083952973073
01056201024910001; AZUAY;01;02491;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,6083952973073
01056201024910001; AZUAY;01;02491;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,6083952973073
01056201024910001; AZUAY;01;02491;0001;6;2;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;1;2;11,6083952973073
01056201024910005; AZUAY;01;02491;0005;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,6668449020737
01056201024910005; AZUAY;01;02491;0005;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,6668449020737
01056201024910005; AZUAY;01;02491;0005;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,6668449020737
01056201024910005; AZUAY;01;02491;0005;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,6668449020737
01056201024910005; AZUAY;01;02491;0005;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,6668449020737
01056201024910005; AZUAY;01;02491;0005;6;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1; ;1;47,6668449020737
01056201024910007; AZUAY;01;02491;0007;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;35,9370207409733
01056201024910007; AZUAY;01;02491;0007;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;35,9370207409733
01056201024910007; AZUAY;01;02491;0007;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;35,9370207409733
01056201024910007; AZUAY;01;02491;0007;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;35,9370207409733
01056201024910007; AZUAY;01;02491;0007;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;35,9370207409733
01056201024910007; AZUAY;01;02491;0007;6;2;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;1;2;35,9370207409733
01056201024910009; AZUAY;01;02491;0009;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,880084477627
01056201024910009; AZUAY;01;02491;0009;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,880084477627
01056201024910009; AZUAY;01;02491;0009;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,880084477627
01056201024910009; AZUAY;01;02491;0009;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,880084477627
01056201024910009; AZUAY;01;02491;0009;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,880084477627
01056201024910009; AZUAY;01;02491;0009;6;3;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;1;3;14,880084477627
01055001025040002; AZUAY;01;02504;0002;1;5; ;5; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;5; ;5;69,6159515158412
01055001025040002; AZUAY;01;02504;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;69,6159515158412
01055001025040002; AZUAY;01;02504;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;69,6159515158412
01055001025040002; AZUAY;01;02504;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;69,6159515158412
01055001025040002; AZUAY;01;02504;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;69,6159515158412
01055001025040002; AZUAY;01;02504;0002;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;69,6159515158412
01055001025040003; AZUAY;01;02504;0003;1;4; ; ;4; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;4; ;4;52,8254650163835
01055001025040003; AZUAY;01;02504;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;52,8254650163835
01055001025040003; AZUAY;01;02504;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;52,8254650163835
01055001025040003; AZUAY;01;02504;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;52,8254650163835
01055001025040003; AZUAY;01;02504;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;52,8254650163835
01055001025040003; AZUAY;01;02504;0003;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;52,8254650163835
01055001025040006; AZUAY;01;02504;0006;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,60307908119
01055001025040006; AZUAY;01;02504;0006;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,60307908119
01055001025040006; AZUAY;01;02504;0006;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,60307908119
01055001025040006; AZUAY;01;02504;0006;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,60307908119
01055001025040006; AZUAY;01;02504;0006;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,60307908119
01055001025040006; AZUAY;01;02504;0006;6;1; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;1;38,60307908119
01055201026040002; AZUAY;01;02604;0002;1;2; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;19,0178754620482
01055201026040002; AZUAY;01;02604;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;19,0178754620482
01055201026040002; AZUAY;01;02604;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;19,0178754620482
01055201026040002; AZUAY;01;02604;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;19,0178754620482
01055201026040002; AZUAY;01;02604;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;19,0178754620482
01055201026040002; AZUAY;01;02604;0002;6;3;3; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;3; ;3;19,0178754620482
01015701027660001; AZUAY;01;02766;0001;1;5; ;5; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;5; ;5;22,1069880711782
01015701027660001; AZUAY;01;02766;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;22,1069880711782
01015701027660001; AZUAY;01;02766;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;22,1069880711782
01015701027660001; AZUAY;01;02766;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;22,1069880711782
01015701027660001; AZUAY;01;02766;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;22,1069880711782
01015701027660001; AZUAY;01;02766;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;22,1069880711782
01055001028170004; AZUAY;01;02817;0004;1;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1; ;1;37,8657425600363
01055001028170004; AZUAY;01;02817;0004;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;37,8657425600363
01055001028170004; AZUAY;01;02817;0004;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;37,8657425600363
01055001028170004; AZUAY;01;02817;0004;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;37,8657425600363
01055001028170004; AZUAY;01;02817;0004;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;37,8657425600363
01055001028170004; AZUAY;01;02817;0004;6;2;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;1;2;37,8657425600363
01056201028290002; AZUAY;01;02829;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,142933841602
01056201028290002; AZUAY;01;02829;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,142933841602
01056201028290002; AZUAY;01;02829;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,142933841602
01056201028290002; AZUAY;01;02829;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,142933841602
01056201028290002; AZUAY;01;02829;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,142933841602
01056201028290002; AZUAY;01;02829;0002;6;2;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;1;2;14,142933841602
01056201028290005; AZUAY;01;02829;0005;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,39634318418862
01056201028290005; AZUAY;01;02829;0005;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,39634318418862
01056201028290005; AZUAY;01;02829;0005;3;2; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2; ;2;2,39634318418862
01056201028290005; AZUAY;01;02829;0005;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,39634318418862
01056201028290005; AZUAY;01;02829;0005;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,39634318418862
01056201028290005; AZUAY;01;02829;0005;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,39634318418862
01056201028290012; AZUAY;01;02829;0012;1;2; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2; ;2;9,36019402524505
01056201028290012; AZUAY;01;02829;0012;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,36019402524505
01056201028290012; AZUAY;01;02829;0012;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,36019402524505
01056201028290012; AZUAY;01;02829;0012;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,36019402524505
01056201028290012; AZUAY;01;02829;0012;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,36019402524505
01056201028290012; AZUAY;01;02829;0012;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,36019402524505
01056201028350002; AZUAY;01;02835;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,5046582364766
01056201028350002; AZUAY;01;02835;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,5046582364766
01056201028350002; AZUAY;01;02835;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,5046582364766
01056201028350002; AZUAY;01;02835;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,5046582364766
01056201028350002; AZUAY;01;02835;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;38,5046582364766
01056201028350002; AZUAY;01;02835;0002;6;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1; ;1;38,5046582364766
01056201028350004; AZUAY;01;02835;0004;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;16,2576052494111
01056201028350004; AZUAY;01;02835;0004;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;16,2576052494111
01056201028350004; AZUAY;01;02835;0004;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;16,2576052494111
01056201028350004; AZUAY;01;02835;0004;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;16,2576052494111
